Title,Profile Applicability,Description,Rationale,Audit,Remediation,References,L1,L2,SL1,SL2,BL,index,title,Automation,PK
" 2.1.14 Ensure samba file server services are not in use 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","The Samba daemon allows system administrators to configure their Linux systems to 
share file systems and directories with Windows desktops. Samba will advertise the file 
systems and directories via the Server Message Block (SMB) protocol. Windows 
desktop u sers will be able to mount these directories and file systems as letter drives on 
their systems.","If there is no need to mount directories and file systems to Windows systems, then this 
service should be deleted to reduce the potential attack surface.  
Impact:  
There may be packages that are dependent on the samba  package. If the samba  package 
is removed, these dependent packages will be removed as well. Before removing the 
samba  package, review any dependent packages to determine if they are required on the 
system.  
- IF - a dependent package is required: stop and mask the smbd.service  leaving the 
samba  package installed.  
   
Internal Only - General","Run the following command to verify samba  is not installed:  
# dpkg-query -s samba &>/dev/null && echo ""samba is installed""  
Nothing should be returned.  
- OR - 
- IF - the package is required for dependencies:  
Run the following command to verify smbd.service  is not enabled:  
# systemctl is -enabled smbd.service 2>/dev/null | grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify the smbd.service  is not active:  
# systemctl is -active smbd.service 2>/dev/null | grep '^active'  
 
Nothing should be returned#!/usr/bin/env bash","Run the following commands to stop smbd.service  and remove samba  package:  
# systemctl stop smbd.service  
# apt purge samba  
- OR - 
- IF - the samba  package is required as a dependency:  
Run the following commands to stop and mask the smbd.service : 
# systemctl stop smbd.service  
# systemctl mask smbd.service#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CM -6, CM -7",TRUE,FALSE,TRUE,FALSE,FALSE,2.1.14,Ensure samba file server services are not in use,TRUE,70
2.1.15 Ensure snmp services are not in use (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","Simple Network Management Protocol (SNMP) is a widely used protocol for monitoring 
the health and welfare of network equipment, computer equipment and devices like 
UPSs.  
Net-SNMP is a suite of applications used to implement SNMPv1 (RFC 1157), SNMPv2 
(RFCs 1901 -1908), and SNMPv3 (RFCs 3411 -3418) using both IPv4 and IPv6.  
Support for SNMPv2 classic (a.k.a. ""SNMPv2 historic"" - RFCs 1441 -1452) was dropped 
with the 4.0 release of the UCD -snmp package.  
The Simple Network Management Protocol (SNMP) server is used to listen for SNMP 
commands from an SNMP management system, execute the commands or collect the 
information and then send results back to the requesting system.","The SNMP server can communicate using SNMPv1 , which transmits data in the clear and 
does not require authentication to execute commands. SNMPv3  replaces the simple/clear 
text password sharing used in SNMPv2  with more securely encoded parameters. If the 
the SNMP service is not required, the snmpd  package should be removed to reduce the 
attack surface of the system.  
Note:  If SNMP is required:  
• The server should be configured for SNMP v3  only. User Authentication  and 
Message Encryption  should be configured.  
• If SNMP v2  is absolutely  necessary, modify the community strings' values.  
Impact:  
There may be packages that are dependent on the snmpd  package. If the snmpd  package 
is removed, these packages will be removed as well.  
Before removing the snmpd  package, review any dependent packages to determine if 
they are required on the system. If a dependent package is required, stop and mask the 
snmpd.service  leaving the snmpd  package installed.  
   
Internal Only - General","Run the following command to verify snmpd  is not installed:  
# dpkg-query -s snmpd &>/dev/null && echo ""snmpd is installed""  
Nothing should be returned.  
- OR - 
- IF - the package is required for dependencies:  
Run the following command to verify the snmpd.service  is not enabled:  
# systemctl is -enabled snmpd.service 2>/dev/null | grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify the snmpd.service  is not active:  
# systemctl is -active snmpd.service 2>/dev/null | grep '^active'  
 
Nothing should be returned  
Note:  If the package is required for a dependency  
• Ensure the dependent package is approved by local site policy  
• Ensure stopping and masking the service and/or socket meets local site policy#!/usr/bin/env bash","Run the following commands to stop snmpd.service  and remove the snmpd  package:  
# systemctl stop snmpd.service  
# apt purge snmpd  
- OR - If the package is required for dependencies:  
Run the following commands to stop and mask the snmpd.service : 
# systemctl stop snmpd.service  
# systemctl mask snmpd.service#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: CM -7,TRUE,FALSE,TRUE,FALSE,FALSE,2.1.15,Ensure snmp services are not in use,TRUE,71
2.1.16 Ensure tftp server services are not in use (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","Trivial File Transfer Protocol (TFTP) is a simple protocol for exchanging files between 
two TCP/IP machines. TFTP servers allow connections from a TFTP Client for sending 
and receiving files.","Unless there is a need to run the system as a TFTP server, it is recommended that the 
package be removed to reduce the potential attack surface.  
TFTP does not have built -in encryption, access control or authentication. This makes it 
very easy for an attacker to exploit TFTP to gain access to files  
Impact:  
TFTP is often used to provide files for network booting such as for PXE based 
installation of servers.  
There may be packages that are dependent on the tftpd-hpa package. If the tftpd-hpa 
package is removed, these dependent packages will be removed as well. Before 
removing the tftpd-hpa package, review any dependent packages to determine if they 
are required on the system.  
- IF - a dependent package is required: stop and mask tftpd-hpa.service  leaving the 
tftpd-hpa package installed.  
   
Internal Only - General","Run the following command to verify tftpd-hpa is not installed:  
# dpkg-query -s tftpd-hpa &>/dev/null && echo ""tftpd -hpa is installed""  
Nothing should be returned.  
- OR - 
- IF - the package is required for dependencies:  
Run the following command to verify tftpd-hpa.service  is not enabled:  
# systemctl is -enabled tftpd -hpa.service 2>/dev/null | grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify the tftpd-hpa.service  is not active:  
# systemctl is -active tftpd -hpa.service 2>/dev/null | grep '^active'  
 
Nothing should be returned  
Note:  If the package is required for a dependency  
• Ensure the dependent package is approved by local site policy  
• Ensure stopping and masking the service and/or socket meets local site policy#!/usr/bin/env bash","Run the following commands to stop tftpd-hpa.service , and remove the tftpd-hpa 
package:  
# systemctl stop tftpd -hpa.service  
# apt purge tftpd -hpa 
- OR - 
- IF - the tftpd-hpa package is required as a dependency:  
Run the following commands to stop and mask tftpd-hpa.service : 
# systemctl stop tftpd -hpa.service  
# systemctl mask tftpd -hpa.service#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: CM -7,TRUE,FALSE,TRUE,FALSE,FALSE,2.1.16,Ensure tftp server services are not in use,TRUE,72
" 2.1.17 Ensure web proxy server services are not in use 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation",Squid is a standard proxy server used in many distributions and environments.,"Unless a system is specifically set up to act as a proxy server, it is recommended that 
the squid package be removed to reduce the potential attack surface.  
Note:  Several HTTP proxy servers exist. These should be checked and removed unless 
required.  
Impact:  
There may be packages that are dependent on the squid  package. If the squid  package 
is removed, these dependent packages will be removed as well. Before removing the 
squid  package, review any dependent packages to determine if they are required on the 
system.  
- IF - a dependent package is required: stop and mask the squid.service  leaving the 
squid  package installed.  
   
Internal Only - General","Run the following command to verify squid  is not installed:  
# dpkg-query -s squid &>/dev/null && echo ""squid is installed""  
Nothing should be returned.  
- OR - 
- IF - the package is required for dependencies:  
Run the following command to verify squid.service  is not enabled:  
# systemctl is -enabled squid.service 2>/dev/null | grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify the squid.service  is not active:  
# systemctl is -active squid.service 2>/dev/null | grep '^active'  
 
Nothing should be returned  
Note:  If the package is required for a dependency  
• Ensure the dependent package is approved by local site policy  
• Ensure stopping and masking the service and/or socket meets local site policy#!/usr/bin/env bash","Run the following commands to stop squid.service  and remove the squid  package:  
# systemctl stop squid.service  
# apt purge squid  
- OR - If the squid  package is required as a dependency:  
Run the following commands to stop and mask the squid.service : 
# systemctl stop squid.service  
# systemctl mask squid.service#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
Several HTTP proxy servers exist. These and other services should be checked",TRUE,FALSE,TRUE,FALSE,FALSE,2.1.17,Ensure web proxy server services are not in use,TRUE,73
2.1.18 Ensure web server services are not in use (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation",Web servers provide the ability to host web site content.,"Unless there is a local site approved requirement to run a web server service on the 
system, web server packages should be removed to reduce the potential attack surface.  
Impact:  
Removal of web server packages will remove that ability for the server to host web 
services.  
- IF - the web server package is required for a dependency, any related service or 
socket should be stopped and masked.  
Note:  If the remediation steps to mask a service are followed and that package is not 
installed on the system, the service and/or socket will still be masked. If the package is 
installed due to an approved requirement to host a web server, the associated servic e 
and/or socket would need to be unmasked before it could be enabled and/or started.  
   
Internal Only - General","Run the following command to verify apache2  is not installed:  
# dpkg-query -s apache2 &>/dev/null && echo ""apache2 is installed""  
Nothing should be returned.  
Run the following command to verify nginx  is not installed:  
# dpkg-query -s nginx &>/dev/null && echo ""nginx is installed""  
Nothing should be returned.  
- OR - 
- IF - a package is installed and is required for dependencies:  
Run the following command to verify apache2.socket , apache2.service , and 
nginx.service  are not enabled:  
# systemctl is -enabled apache2.socket apache2.service nginx.service 
2>/dev/null | grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify apache2.socket , apache2.service , and 
nginx.service  are not active:  
# systemctl is -active apache2.socket apache2.service nginx.service 
2>/dev/null | grep '^active'  
 
Nothing should be returned  
Note:  
• Other web server packages may exist. They should also be audited, if not 
required and authorized by local site policy  
• If the package is required for a dependency:  
o Ensure the dependent package is approved by local site policy  
o Ensure stopping and masking the service and/or socket meets local site 
policy  
   
Internal Only - General#!/usr/bin/env bash","Run the following commands to stop httpd.socket , httpd.service , and nginx.service , 
and remove httpd  and nginx  packages:  
# systemctl stop apache2.socket httpd.service nginx.service  
# apt purge apache2 nginx  
- OR - 
- IF - a package is installed and is required for dependencies:  
Run the following commands to stop and mask apache2.socket , apache2.service , and 
nginx.service : 
# systemctl stop apache2.socket apache2.service nginx.service  
# systemctl mask apache2.socket apache2.service nginx.service  
Note:  Other web server packages may exist. If not required and authorized by local site 
policy, they should also be removed. If the package is required for a dependency, the 
service and socket should be stopped and masked.#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
Several httpd servers exist and can use other service names. apache2  and nginx  are 
example services that provide an HTTP server. These and other services should also 
be audited  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.8 Uninstall or Disable Unnecessary Services on 
Enterprise Assets and Software  
 Uninstall or disable unnecessary services on enterprise assets and software, 
such as an unused file sharing service, web application module, or service 
function.   ● ● 
v7 9.2 Ensure Only Approved Ports, Protocols and Services 
Are Running  
 Ensure that only network ports, protocols, and services listening on a system 
with validated business needs, are running on each system.   ● ●",TRUE,FALSE,TRUE,FALSE,FALSE,2.1.18,Ensure web server services are not in use,TRUE,74
2.1.19 Ensure xinetd services are not in use (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The X Window System provides a Graphical User Interface (GUI) where users can have 
multiple windows in which to run programs and various add on. The X Windows system 
is typically used on workstations where users login, but not on servers where users 
typica lly do not login.","Unless your organization specifically requires graphical login access via X Windows, 
remove it to reduce the potential attack surface.  
Impact:  
There may be packages that are dependent on the xinetd  package. If the xinetd  
package is removed, these dependent packages will be removed as well. Before 
removing the xinetd  package, review any dependent packages to determine if they are 
required on the system.  
-IF- a dependent package is required: stop and mask xinetd.service leaving the xinetd 
package installed.  
   
Internal Only - General","Run the following command to verify the xinetd  package is not installed:  
# dpkg-query -s xinetd &>/dev/null && echo ""xinetd is installed""  
Nothing should be returned.  
-OR- 
-IF- the xinetd  package is required as a dependency:  
Run the following command to verify xinetd.service  is not enabled:  
# systemctl is -enabled xinetd.service 2>/dev/null | grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify xinetd.service  is not active:  
# systemctl is -active xinetd.service 2>/dev/null | grep '^active'  
 
Nothing should be returned  
Note:  If the package is required for a dependency  
• Ensure the dependent package is approved by local site policy  
• Ensure stopping and masking the service and/or socket meets local site policy#!/usr/bin/env bash","Run the following commands to stop xinetd.service , and remove the xinetd  package:  
# systemctl stop xinetd.service  
# apt purge xinetd  
-OR- 
-IF- the xinetd  package is required as a dependency:  
Run the following commands to stop and mask the xinetd.service : 
# systemctl stop xinetd.service  
# systemctl mask xinetd.service#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: CM -7,TRUE,FALSE,TRUE,FALSE,FALSE,2.1.19,Ensure xinetd services are not in use,TRUE,75
2.1.2 Ensure avahi daemon services are not in use (Automated),"•  Level 1 - Server  
•  Level 2 - Workstation","Avahi is a free zeroconf implementation, including a system for multicast DNS/DNS -SD 
service discovery. Avahi allows programs to publish and discover services and hosts 
running on a local network with no specific configuration. For example, a user can plug  
a computer into a network and Avahi automatically finds printers to print to, files to look 
at and people to talk to, as well as network services running on the machine.","Automatic discovery of network services is not normally required for system 
functionality. It is recommended to remove this package to reduce the potential attack 
surface.  
Impact:  
There may be packages that are dependent on the avahi  package. If the avahi  package 
is removed, these dependent packages will be removed as well. Before removing the 
avahi  package, review any dependent packages to determine if they are required on the 
system.  
- IF - a dependent package is required: stop and mask the avahi-daemon.socket  and 
avahi-daemon.service  leaving the avahi  package installed.  
   
Internal Only - General","Run the following command to verify avahi-daemon  is not installed:  
# dpkg-query -s avahi-daemon &>/dev/null && echo ""avahi -daemon is installed""  
Nothing should be returned.  
- OR - 
- IF - the avahi  package is required as a dependency:  
Run the following command to verify avahi-daemon.socket  and avahi-daemon.service  
are not enabled:  
# systemctl is -enabled avahi -daemon.socket avahi -daemon.service 2>/dev/null | 
grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify avahi-daemon.socket  and avahi-daemon.service  
are not active:  
# systemctl is -active avahi -daemon.socket avahi -daemon.service 2>/dev/null | 
grep '^active'  
 
Nothing should be returned  
Note:  If the package is required for a dependency  
• Ensure the dependent package is approved by local site policy  
• Ensure stopping and masking the service and/or socket meets local site policy#!/usr/bin/env bash","Run the following commands to stop avahi-daemon.socket  and avahi-daemon.service , 
and remove the avahi-daemon  package:  
# systemctl stop avahi -daemon.socket avahi -daemon.service  
# apt purge avahi -daemon 
- OR - 
- IF - the avahi-daemon  package is required as a dependency:  
Run the following commands to stop and mask the avahi-daemon.socket  and avahi-
daemon.service : 
# systemctl stop avahi -daemon.socket avahi -daemon.service  
# systemctl mask avahi -daemon.socket avahi -daemon.service#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: SI -4,FALSE,TRUE,TRUE,FALSE,FALSE,2.1.2,Ensure avahi daemon services are not in use,TRUE,76
" 2.1.20 Ensure X window server services are not in use 
(Automated)",•  Level 2 - Server,"The X Window System provides a Graphical User Interface (GUI) where users can have 
multiple windows in which to run programs and various add on. The X Windows system 
is typically used on workstations where users login, but not on servers where users 
typica lly do not login.","Unless your organization specifically requires graphical login access via X Windows, 
remove it to reduce the potential attack surface.  
Impact:  
If a Graphical Desktop Manager (GDM) is in use on the system, there may be a 
dependency on the xorg-x11-server-common  package. If the GDM is required and 
approved by local site policy, the package should not be removed.  
Many Linux systems run applications which require a Java runtime. Some Linux Java 
packages have a dependency on specific X Windows xorg -x11-fonts. One workaround 
to avoid this dependency is to use the ""headless"" Java packages for your specific Java 
runtime .","- IF - a Graphical Desktop Manager or X -Windows server is not required and approved 
by local site policy:  
Run the following command to Verify X Windows Server is not installed.  
dpkg-query -s xserver -common &>/dev/null && echo ""xserver -common is 
installed""  
Nothing should be returned#!/usr/bin/env bash",,,FALSE,FALSE,TRUE,TRUE,FALSE,2.1.20,Ensure X window server services are not in use,TRUE,77
"Internal Only - General  Remediation:  
- IF - a Graphical Desktop Manager or X -Windows server is not required and approved 
by local site policy:  
Run the following command to remove the X Windows Server package:  
# apt purge xserver -common 
References:  
1. NIST SP 800 -53 Rev. 5: CM -11 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.8 Uninstall or Disable Unnecessary Services on 
Enterprise Assets and Software  
 Uninstall or disable unnecessary services on enterprise assets and software, 
such as an unused file sharing service, web application module, or service 
function.   ● ● 
v7 2.6 Address unapproved software  
 Ensure that unauthorized software is either removed or the inventory is 
updated in a timely manner  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1203, T1203.000, T1210, 
T1210.000, T1543, 
T1543.002  TA0008  M1042   
Internal Only - General  2.1.21 Ensure mail transfer agent is configured for local -only 
mode (Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","Mail Transfer Agents (MTA), such as sendmail and Postfix, are used to listen for 
incoming mail and transfer the messages to the appropriate user or mail server. If the 
system is not intended to be a mail server, it is recommended that the MTA be 
configured  to only process local mail.","The software for all Mail Transfer Agents is complex and most have a long history of 
security issues. While it is important to ensure that the system can process local mail 
messages, it is not necessary to have the MTA's daemon listening on a port unless t he 
server is intended to be a mail server that receives and processes mail from other 
systems.  
   
Internal Only - General",,"- IF - a Graphical Desktop Manager or X -Windows server is not required and approved 
by local site policy:  
Run the following command to remove the X Windows Server package:  
# apt purge xserver -common#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CM -11 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.8 Uninstall or Disable Unnecessary Services on 
Enterprise Assets and Software  
 Uninstall or disable unnecessary services on enterprise assets and software, 
such as an unused file sharing service, web application module, or service 
function.   ● ● 
v7 2.6 Address unapproved software  
 Ensure that unauthorized software is either removed or the inventory is 
updated in a timely manner  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1203, T1203.000, T1210, 
T1210.000, T1543, 
T1543.002  TA0008  M1042   
Internal Only - General  2.1.21 Ensure mail transfer agent is configured for local -only 
mode (Automated)  
Profile Applicability:  
•  Level 1 - Server  
•  Level 1 - Workstation  
Description:  
Mail Transfer Agents (MTA), such as sendmail and Postfix, are used to listen for 
incoming mail and transfer the messages to the appropriate user or mail server. If the 
system is not intended to be a mail server, it is recommended that the MTA be 
configured  to only process local mail.  
Rationale:  
The software for all Mail Transfer Agents is complex and most have a long history of 
security issues. While it is important to ensure that the system can process local mail 
messages, it is not necessary to have the MTA's daemon listening on a port unless t he 
server is intended to be a mail server that receives and processes mail from other 
systems.  
   
Internal Only - General  Audit:  
Run the following script to verify that the MTA is not listening on any non -loopback 
address ( 127.0.0.1  or ::1 
#!/usr/bin/env bash  
 
{ 
l_output=""""  
l_output2=""""  
a_port_list=(""25"" ""465"" ""587"")  
 
# Check if inet_interfaces is not set to all  
if [ ""$(postconf -n inet_interfaces)"" != ""inet_interfaces = all"" ]; then  
    for l_port_number in ""${a_port_list[@]}""; do  
        if ss -plntu | grep -P -- ':'""$l_port_number""' \b' | grep -Pvq -- 
'\h+(127\.0\.0\.1|\[?::1\]?):'""$l_port_number""' \b'; then  
            l_output2=""$l_output2 \n - Port \""$l_port_number \"" is listening on 
a non-loopback network interface""  
        else 
            l_output=""$l_output \n - Port \""$l_port_number \"" is not listening 
on a non -loopback network interface""  
        fi 
    done 
else 
    l_output2=""$l_output2 \n - Postfix is bound to all interfaces""  
fi 
 
unset a_port_list  
 
# Provide output from checks  
if [ -z ""$l_output2"" ]; then  
    echo -e ""\n- Audit Result: \n  ** PASS ** \n$l_output \n"" 
else 
    # If error output (l_output2) is not empty, we fail. Also output anything 
that's correctly configured  
    echo -e ""\n- Audit Result: \n  ** FAIL ** \n - Reason(s) for aud it 
failure: \n$l_output2 \n"" 
    [ -n ""$l_output"" ] && echo -e ""\n- Correctly set: \n$l_output \n"" 
fi 
}",TRUE,FALSE,TRUE,FALSE,FALSE,Only,"- General Remediation: - IF - a Graphical Desktop Manager or X -Windows server is not required and approved by local site policy: Run the following command to remove the X Windows Server package: # apt purge xserver -common References: 1. NIST SP 800 -53 Rev. 5: CM -11 CIS Controls: Controls Version Control IG 1 IG 2 IG 3 v8 4.8 Uninstall or Disable Unnecessary Services on Enterprise Assets and Software Uninstall or disable unnecessary services on enterprise assets and software, such as an unused file sharing service, web application module, or service function. ● ● v7 2.6 Address unapproved software Ensure that unauthorized software is either removed or the inventory is updated in a timely manner ● ● ● MITRE ATT&CK Mappings: Techniques / Sub - techniques Tactics Mitigations T1203, T1203.000, T1210, T1210.000, T1543, T1543.002 TA0008 M1042 Internal Only - General 2.1.21 Ensure mail transfer agent is configured for local -only mode",TRUE,78
" 2.1.22 Ensure only approved services are listening on a network 
interface (Manual)","•  Level 1 - Server  
•  Level 1 - Workstation","A network port is identified by its number, the associated IP address, and the type of the 
communication protocol such as TCP or UDP.  
A listening port is a network port on which an application or process listens on, acting as 
a communication endpoint.  
Each listening port can be open or closed (filtered) using a firewall. In general terms, an 
open port is a network port that accepts incoming packets from remote locations.","Services listening on the system pose a potential risk as an attack vector. These 
services should be reviewed, and if not required, the service should be stopped, and the 
package containing the service should be removed. If required packages have a 
depende ncy, the service should be stopped and masked to reduce the attack surface of 
the system.  
Impact:  
There may be packages that are dependent on the service's package. If the service's 
package is removed, these dependent packages will be removed as well. Before 
removing the service's package, review any dependent packages to determine if they 
are required  on the system.  
- IF - a dependent package is required: stop and mask the <service_name>.socket  and 
<service_name>.service  leaving the service's package installed.  
   
Internal Only - General",,"Edit /etc/postfix/main.cf  and add the following line to the RECEIVING MAIL section. 
If the line already exists, change it to look like the line below:  
inet_interfaces = loopback -only 
Run the following command to restart postfix : 
# systemctl restart postfix  
Note:  
• This recommendation is designed around the postfix mail server.  
• Depending on your environment you may have an alternative MTA installed such 
as exim4. If this is the case consult the documentation for your installed MTA to 
configure the recommended state.#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CM -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.8 Uninstall or Disable Unnecessary Services on 
Enterprise Assets and Software  
 Uninstall or disable unnecessary services on enterprise assets and software, 
such as an unused file sharing service, web application module, or service 
function.   ● ● 
v7 9.2 Ensure Only Approved Ports, Protocols and Services 
Are Running  
 Ensure that only network ports, protocols, and services listening on a system 
with validated business needs, are running on each system.   ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1018, T1018.000, T1210, 
T1210.000  TA0008  M1042   
Internal Only - General  2.1.22 Ensure only approved services are listening on a network 
interface (Manual)  
Profile Applicability:  
•  Level 1 - Server  
•  Level 1 - Workstation  
Description:  
A network port is identified by its number, the associated IP address, and the type of the 
communication protocol such as TCP or UDP.  
A listening port is a network port on which an application or process listens on, acting as 
a communication endpoint.  
Each listening port can be open or closed (filtered) using a firewall. In general terms, an 
open port is a network port that accepts incoming packets from remote locations.  
Rationale:  
Services listening on the system pose a potential risk as an attack vector. These 
services should be reviewed, and if not required, the service should be stopped, and the 
package containing the service should be removed. If required packages have a 
depende ncy, the service should be stopped and masked to reduce the attack surface of 
the system.  
Impact:  
There may be packages that are dependent on the service's package. If the service's 
package is removed, these dependent packages will be removed as well. Before 
removing the service's package, review any dependent packages to determine if they 
are required  on the system.  
- IF - a dependent package is required: stop and mask the <service_name>.socket  and 
<service_name>.service  leaving the service's package installed.  
   
Internal Only - General  Audit:  
Run the following command:  
# ss -plntu 
Review the output to ensure:  
• All services listed are required on the system and approved by local site policy.  
• Both the port and interface the service is listening on are approved by local site 
policy.  
• If a listed service is not required:  
o Remove the package containing the service  
o - IF - the service's package is required for a dependency, stop and mask 
the service and/or socket  
Remediation:  
Run the following commands to stop the service and remove the package containing 
the service:  
# systemctl stop <service_name>.socket <service_name>.service  
# apt purge <package_name>  
- OR - If required packages have a dependency:  
Run the following commands to stop and mask the service and socket:  
# systemctl stop <service_name>.socket <service_name>.service  
# systemctl mask <service_name>.socket <service_name>.service  
Note:  replace <service_name>  with the appropriate service name.  
References:  
1. NIST SP 800 -53 Rev. 5: CM -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.8 Uninstall or Disable Unnecessary Services on 
Enterprise Assets and Software  
 Uninstall or disable unnecessary services on enterprise assets and software, 
such as an unused file sharing service, web application module, or service 
function.   ● ● 
v7 9.2 Ensure Only Approved Ports, Protocols and Services 
Are Running  
 Ensure that only network ports, protocols, and services listening on a system 
with validated business needs, are running on each system.   ● ●  
Internal Only - General   
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1203, T1203.000, T1210, 
T1210.000, T1543, 
T1543.002  TA0008  M1042",TRUE,FALSE,TRUE,FALSE,FALSE,2.1.22,Ensure only approved services are listening on a network interface (Manual),FALSE,79
2.1.3 Ensure dhcp server services are not in use (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The Dynamic Host Configuration Protocol (DHCP) is a service that allows machines to 
be dynamically assigned IP addresses. There are two versions of the DHCP protocol 
DHCPv4  and DHCPv6 . At startup the server may be started for one or the other via the -4 
or -6 arguments.","Unless a system is specifically set up to act as a DHCP server, it is recommended that 
this package be removed to reduce the potential attack surface.  
Impact:  
There may be packages that are dependent on the isc-dhcp-server  package. If the 
isc-dhcp-server  package is removed, these dependent packages will be removed as 
well. Before removing the isc-dhcp-server  package, review any dependent packages 
to determine if they are required on the system.  
- IF - a dependent package is required: stop and mask the isc-dhcp-server.service  
and isc-dhcp-server6.service  leaving the isc-dhcp-server  package installed.  
   
Internal Only - General","Run the following commands to verify isc-dhcp-server  is not installed:  
# dpkg-query -s isc-dhcp-server &>/dev/null && echo ""isc -dhcp-server is 
installed""  
Nothing should be returned.  
- OR - 
- IF - the package is required for dependencies:  
Run the following command to verify isc-dhcp-server.service  and isc-dhcp-
server6.service  are not enabled:  
# systemctl is -enabled isc -dhcp-server.service isc -dhcp-server6.service 
2>/dev/null | grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify isc-dhcp-server.service  and isc-dhcp-
server6.service  are not active:  
# systemctl is -active isc -dhcp-server.service isc -dhcp-server6.service 
2>/dev/null | grep '^active'  
 
Nothing should be returned  
Note:  If the package is required for a dependency  
• Ensure the dependent package is approved by local site policy  
• Ensure stopping and masking the service and/or socket meets local site policy#!/usr/bin/env bash","Run the following commands to stop isc-dhcp-server.service  and isc-dhcp-
server6.service  and remove the isc-dhcp-server  package:  
# systemctl stop isc -dhcp-server.service isc -dhcp-server6.service  
# apt purge isc -dhcp-server 
- OR - 
- IF - the isc-dhcp-server  package is required as a dependency:  
Run the following commands to stop and mask isc-dhcp-server.service  and isc-
dhcp-server6.service : 
# systemctl stop isc -dhcp-server.service isc -dhcp-server6.service  
# systemctl mask isc -dhcp-server isc -dhcp-server6.service#!/usr/bin/env bash","1. More detailed documentation on DHCP is available at 
http://www.isc.org/software/dhcp.  
2. NIST SP 800 -53 Rev. 5: CM -7",TRUE,FALSE,TRUE,FALSE,FALSE,2.1.3,Ensure dhcp server services are not in use,TRUE,80
2.1.4 Ensure dns server services are not in use (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The Domain Name System (DNS) is a hierarchical naming system that maps names to 
IP addresses for computers, services and other resources connected to a network.","Unless a system is specifically designated to act as a DNS server, it is recommended 
that the package be deleted to reduce the potential attack surface.  
Impact:  
There may be packages that are dependent on the bind9  package. If the bind9  package 
is removed, these dependent packages will be removed as well. Before removing the 
bind9  package, review any dependent packages to determine if they are required on the 
system.  
- IF - a dependent package is required: stop and mask the bind9.service  leaving the 
bind9  package installed.","Run the following command to verify bind9  is not installed:  
# dpkg-query -s bind9 &>/dev/null && echo ""bind9 is installed""  
Nothing should be returned.  
- OR - 
- IF - the package is required for dependencies:  
Run the following command to verify bind9.service  is not enabled:  
# systemctl is -enabled bind9.service 2>/dev/null | grep 'enabled'  
 
Nothing should be returned  
Run the following command to verify the bind9.service  is not active:  
# systemctl is -active bind9.service 2>/dev/null | grep '^active'  
 
Nothing should be returned  
Note:  If the package is required for a dependency  
• Ensure the dependent package is approved by local site policy  
• Ensure stopping and masking the service and/or socket meets local site policy#!/usr/bin/env bash",,,TRUE,FALSE,TRUE,FALSE,FALSE,2.1.4,Ensure dns server services are not in use,TRUE,81
