completeTitle,ProfileApplicability,Description,Rationale,Audit,Remediation,References,Moduleindex,title,Automation,PK,L1,L2,SL1,SL2,BL
1.1.2.3.1 Ensure separate partition exists for /home (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation",The /home  directory is used to support disk storage needs of local users.,"The default installation only creates a single / partition. Since the /home  directory 
contains user generated data, there is a risk of resource exhaustion. It will essentially 
have the whole disk available to fill up and impact the system as a whole. In addition, 
other operations on the system could fill up the disk unrelated to /home  and impact all 
local users.  
Configuring /home  as its own file system allows an administrator to set additional mount 
options such as noexec/nosuid/nodev . These options limit an attacker's ability to 
create exploits on the system. In the case of /home  options such as 
usrquota/grpquota  may be considered to limit the impact that users can have on each 
other with regards to disk resource exhaustion. Other options allow for specific 
behavior. See man mount  for exact details regarding filesystem -independent and 
filesystem -specific options.  
As /home  contains user data, care should be taken to ensure the security and integrity 
of the data and mount point.  
Impact:  
Resizing filesystems is a common activity in cloud -hosted servers. Separate filesystem 
partitions may prevent successful resizing or may require the installation of additional 
tools solely for the purpose of resizing operations. The use of these additional  tools may 
introduce their own security considerations.","Run the following command and verify output shows /home  is mounted:  
# findmnt -kn /home  
 
/home   /dev/sdb  ext4  rw,nosuid,nodev,noexec,relatime,seclabel#!/usr/bin/env bash","For new installations, during installation create a custom partition setup and specify a 
separate partition for /home . 
For systems that were previously installed, create a new partition and configure 
/etc/fstab  as appropriate.#!/usr/bin/env bash","1. AJ Lewis, ""LVM HOWTO"", http://tldp.org/HOWTO/LVM -HOWTO/  
2. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
When modifying /home  it is advisable to bring the system to emergency mode (so auditd 
is not running), rename the existing directory, mount the new file system, and migrate 
the data over before returning to multi -user mode.  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
  MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1499, T1499.001  TA0005  M1038",1.1.2.3.1,Ensure separate partition exists for /home,TRUE,18,FALSE,TRUE,TRUE,TRUE,FALSE
1.1.2.3.2 Ensure nodev option set on /home partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation",The nodev  mount option specifies that the filesystem cannot contain special devices.,"Since the /home  filesystem is not intended to support devices, set this option to ensure 
that users cannot create a block or character special devices in /home .","- IF - a separate partition exists for /home , verify that the nodev  option is set.  
Run the following command to verify that the nodev  mount option is set.  
Example:  
# findmnt -kn /home | grep -v nodev 
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /home . 
Edit the /etc/fstab  file and add nodev  to the fourth field (mounting options) for the 
/home  partition.  
Example:  
<device> /home    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /home  with the configured options:  
# mount -o remount /home#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1200, T1200.000  TA0005  M1038",1.1.2.3.2,Ensure nodev option set on /home partition,TRUE,19,TRUE,FALSE,TRUE,FALSE,FALSE
1.1.2.3.3 Ensure nosuid option set on /home partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation",The nosuid  mount option specifies that the filesystem cannot contain setuid  files.,"Since the /home  filesystem is only intended for user file storage, set this option to 
ensure that users cannot create setuid  files in /home .","- IF - a separate partition exists for /home , verify that the nosuid  option is set.  
Run the following command to verify that the nosuid  mount option is set.  
Example:  
# findmnt -kn /home | grep -v nosuid  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /home . 
Edit the /etc/fstab  file and add nosuid  to the fourth field (mounting options) for the 
/home  partition.  
Example:  
<device> /home    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /home  with the configured options:  
# mount -o remount /home#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1548, T1548.001  TA0005  M1022",1.1.2.3.3,Ensure nosuid option set on /home partition,TRUE,20,TRUE,FALSE,TRUE,FALSE,FALSE
1.1.2.4.1 Ensure separate partition exists for /var (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation","The /var  directory is used by daemons and other system services to temporarily store 
dynamic data. Some directories created by these processes may be world -writable.","The reasoning for mounting /var  on a separate partition is as follows.  
The default installation only creates a single / partition. Since the /var  directory may 
contain world writable files and directories, there is a risk of resource exhaustion. It will 
essentially have the whole disk available to fill up and impact the system. In addition, 
other operations on the system could fill up the disk unre lated to /var  and cause 
unintended behavior across the system as the disk is full. See man auditd.conf  for 
details.  
Configuring /var  as its own file system allows an administrator to set additional mount 
options such as noexec/nosuid/nodev . These options limit an attacker's ability to 
create exploits on the system. Other options allow for specific behavior. See man mount  
for exact details regarding filesystem -independent and filesystem -specific options.  
An example of exploiting /var  may be an attacker establishing a hard -link to a system 
setuid  program and waiting for it to be updated. Once the program is updated, the 
hard-link can be broken and the attacker would have their own copy of the program. If 
the program happened to have a security vulnerability, the attacker could continue to 
exploit the known flaw.  
Impact:  
Resizing filesystems is a common activity in cloud -hosted servers. Separate filesystem 
partitions may prevent successful resizing or may require the installation of additional 
tools solely for the purpose of resizing operations. The use of these additional  tools may 
introduce their own security considerations.","Run the following command and verify output shows /var  is mounted.  
Example:  
# findmnt -kn /var 
 
/var  /dev/sdb  ext4   rw,nosuid,nodev,noexec,relatime,seclabel#!/usr/bin/env bash","For new installations, during installation create a custom partition setup and specify a 
separate partition for /var . 
For systems that were previously installed, create a new partition and configure 
/etc/fstab  as appropriate.#!/usr/bin/env bash","1. AJ Lewis, ""LVM HOWTO"", http://tldp.org/HOWTO/LVM -HOWTO/  
2. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
When modifying /var  it is advisable to bring the system to emergency mode (so auditd 
is not running), rename the existing directory, mount the new file system, and migrate 
the data over before returning to multi -user mode.  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
  MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1499, T1499.001  TA0006  M1022",1.1.2.4.1,Ensure separate partition exists for /var,TRUE,21,FALSE,TRUE,TRUE,TRUE,FALSE
1.1.2.4.2 Ensure nodev option set on /var partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation",The nodev  mount option specifies that the filesystem cannot contain special devices.,"Since the /var  filesystem is not intended to support devices, set this option to ensure 
that users cannot create a block or character special devices in /var .","- IF - a separate partition exists for /var , verify that the nodev  option is set.  
Run the following command to verify that the nodev  mount option is set.  
Example:  
# findmnt -kn /var | grep -v nodev 
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /var . 
Edit the /etc/fstab  file and add nodev  to the fourth field (mounting options) for the 
/var  partition.  
Example:  
<device> /var    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /var  with the configured options:  
# mount -o remount /var#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1200, T1200.000  TA0005  M1022",1.1.2.4.2,Ensure nodev option set on /var partition,TRUE,22,TRUE,FALSE,TRUE,FALSE,FALSE
1.1.2.4.3 Ensure nosuid option set on /var partition (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation",The nosuid  mount option specifies that the filesystem cannot contain setuid  files.,"Since the /var  filesystem is only intended for variable files such as logs, set this option 
to ensure that users cannot create setuid  files in /var .","- IF - a separate partition exists for /var , verify that the nosuid  option is set.  
Run the following command to verify that the nosuid  mount option is set.  
Example:  
# findmnt -kn /var | grep -v nosuid  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /var . 
Edit the /etc/fstab  file and add nosuid  to the fourth field (mounting options) for the 
/var  partition.  
Example:  
<device> /var    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 0  
Run the following command to remount /var  with the configured options:  
# mount -o remount /var#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1548, T1548.001  TA0005  M1022",1.1.2.4.3,Ensure nosuid option set on /var partition,TRUE,23,TRUE,FALSE,TRUE,FALSE,FALSE
"1.1.2.5.1 Ensure separate partition exists for /var/tmp 
(Automated)","•  Level 2 - Server  
•  Level 2 - Workstation","The /var/tmp  directory is a world -writable directory used for temporary storage by all 
users and some applications. Temporary files residing in /var/tmp  are to be preserved 
between reboots.","The default installation only creates a single / partition. Since the /var/tmp  directory is 
world -writable, there is a risk of resource exhaustion. In addition, other operations on 
the system could fill up the disk unrelated to /var/tmp  and cause potential disruption to 
daemons as the disk is full.  
Configuring /var/tmp  as its own file system allows an administrator to set additional 
mount options such as noexec/nosuid/nodev . These options limit an attacker's ability 
to create exploits on the system.  
Impact:  
Resizing filesystems is a common activity in cloud -hosted servers. Separate filesystem 
partitions may prevent successful resizing or may require the installation of additional 
tools solely for the purpose of resizing operations. The use of these additional  tools may 
introduce their own security considerations.","Run the following command and verify output shows /var/tmp  is mounted.  
Example:  
# findmnt -kn /var/tmp  
 
/var/tmp   /dev/sdb ext4   rw,nosuid,nodev,noexec,relatime,seclabel#!/usr/bin/env bash","For new installations, during installation create a custom partition setup and specify a 
separate partition for /var/tmp . 
For systems that were previously installed, create a new partition and configure 
/etc/fstab  as appropriate.#!/usr/bin/env bash","1. AJ Lewis, ""LVM HOWTO"", http://tldp.org/HOWTO/LVM -HOWTO/  
2. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
When modifying /var/tmp  it is advisable to bring the system to emergency mode (so 
auditd is not running), rename the existing directory, mount the new file system, and 
migrate the data over before returning to multi -user mode.  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1499, T1499.001  TA0005  M1022",1.1.2.5.1,Ensure separate partition exists for /var/tmp,TRUE,24,FALSE,TRUE,TRUE,TRUE,FALSE
"1.1.2.5.2 Ensure nodev option set on /var/tmp partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation",The nodev  mount option specifies that the filesystem cannot contain special devices.,"Since the /var/tmp  filesystem is not intended to support devices, set this option to 
ensure that users cannot create a block or character special devices in /var/tmp .","- IF - a separate partition exists for /var/tmp , verify that the nodev  option is set.  
Run the following command to verify that the nodev  mount option is set.  
Example:  
# findmnt -kn /var/tmp | grep -v nodev 
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /var/tmp . 
Edit the /etc/fstab  file and add nodev  to the fourth field (mounting options) for the 
/var/tmp  partition.  
Example:  
<device> /var/tmp    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 
0 
Run the following command to remount /var/tmp  with the configured options:  
# mount -o remount /var/tmp#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1499, T1499.001  TA0005  M1022",1.1.2.5.2,Ensure nodev option set on /var/tmp partition,TRUE,25,TRUE,FALSE,TRUE,FALSE,FALSE
"1.1.2.5.3 Ensure nosuid option set on /var/tmp partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation",The nosuid  mount option specifies that the filesystem cannot contain setuid  files.,"Since the /var/tmp  filesystem is only intended for temporary file storage, set this option 
to ensure that users cannot create setuid  files in /var/tmp .","- IF - a separate partition exists for /var/tmp , verify that the nosuid  option is set.  
Run the following command to verify that the nosuid  mount option is set.  
Example:  
# findmnt -kn /var/tmp | grep -v nosuid  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /var/tmp . 
Edit the /etc/fstab  file and add nosuid  to the fourth field (mounting options) for the 
/var/tmp  partition.  
Example:  
<device> /var/tmp    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 
0 
Run the following command to remount /var/tmp  with the configured options:  
# mount -o remount /var/tmp#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1548, T1548.001  TA0005  M1022",1.1.2.5.3,Ensure nosuid option set on /var/tmp partition,TRUE,26,TRUE,FALSE,TRUE,FALSE,FALSE
"1.1.2.5.4 Ensure noexec option set on /var/tmp partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","The noexec  mount option specifies that the filesystem cannot contain executable 
binaries.","Since the /var/tmp  filesystem is only intended for temporary file storage, set this option 
to ensure that users cannot run executable binaries from /var/tmp .","- IF - a separate partition exists for /var/tmp , verify that the noexec  option is set.  
Run the following command to verify that the noexec  mount option is set.  
Example:  
# findmnt -kn /var/tmp | grep -v noexec  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /var/tmp . 
Edit the /etc/fstab  file and add noexec  to the fourth field (mounting options) for the 
/var/tmp  partition.  
Example:  
<device> /var/tmp    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 
0 
Run the following command to remount /var/tmp  with the configured options:  
# mount -o remount /var/tmp#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1204, T1204.002  TA0005  M1022",1.1.2.5.4,Ensure noexec option set on /var/tmp partition,TRUE,27,TRUE,FALSE,TRUE,FALSE,FALSE
1.1.2.6.1 Ensure separate partition exists for /var/log (Automated),"•  Level 2 - Server  
•  Level 2 - Workstation",The /var/log  directory is used by system services to store log data.,"The default installation only creates a single / partition. Since the /var/log  directory 
contains log files which can grow quite large, there is a risk of resource exhaustion. It 
will essentially have the whole disk available to fill up and impact the system as a whole.  
Configuring /var/log  as its own file system allows an administrator to set additional 
mount options such as noexec/nosuid/nodev . These options limit an attackers ability 
to create exploits on the system. Other options allow for specific behavior. See man 
mount  for exact details regarding filesystem -independent and filesystem -specific 
options.  
As /var/log  contains log files, care should be taken to ensure the security and integrity 
of the data and mount point.  
Impact:  
Resizing filesystems is a common activity in cloud -hosted servers. Separate filesystem 
partitions may prevent successful resizing, or may require the installation of additional 
tools solely for the purpose of resizing operations. The use of these additiona l tools may 
introduce their own security considerations.","Run the following command and verify output shows /var/log  is mounted:  
# findmnt -kn /var/log  
 
/var/log /dev/sdb ext4   rw,nosuid,nodev,noexec,relatime,seclabel#!/usr/bin/env bash","For new installations, during installation create a custom partition setup and specify a 
separate partition for /var/log  . 
For systems that were previously installed, create a new partition and configure 
/etc/fstab  as appropriate.#!/usr/bin/env bash","1. AJ Lewis, ""LVM HOWTO"", http://tldp.org/HOWTO/LVM -HOWTO/  
2. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
When modifying /var/log  it is advisable to bring the system to emergency mode (so 
auditd is not running), rename the existing directory, mount the new file system, and 
migrate the data over before returning to multiuser mode.  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 8.3 Ensure Adequate Audit Log Storage  
 Ensure that logging destinations maintain adequate storage to comply with 
the enterprise’s audit log management process.  ● ● ● 
v7 6.4 Ensure adequate storage for logs  
 Ensure that all systems that store logs have adequate storage space for the 
logs generated.   ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1499, T1499.001  TA0005  M1022",1.1.2.6.1,Ensure separate partition exists for /var/log,TRUE,28,FALSE,TRUE,TRUE,TRUE,FALSE
"1.1.2.6.2 Ensure nodev option set on /var/log partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation",The nodev  mount option specifies that the filesystem cannot contain special devices.,"Since the /var/log  filesystem is not intended to support devices, set this option to 
ensure that users cannot create a block or character special devices in /var/log .","- IF - a separate partition exists for /var/log , verify that the nodev  option is set.  
Run the following command to verify that the nodev  mount option is set.  
Example:  
# findmnt -kn /var/log | grep -v nodev 
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /var/log . 
Edit the /etc/fstab  file and add nodev  to the fourth field (mounting options) for the 
/var/log  partition.  
Example:  
<device> /var/log    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 
0 
Run the following command to remount /var/log  with the configured options:  
# mount -o remount /var/log#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1200, T1200.000  TA0005  M1038",1.1.2.6.2,Ensure nodev option set on /var/log partition,TRUE,29,TRUE,FALSE,TRUE,FALSE,FALSE
"1.1.2.6.3 Ensure nosuid option set on /var/log partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation",The nosuid  mount option specifies that the filesystem cannot contain setuid  files.,"Since the /var/log  filesystem is only intended for log files, set this option to ensure 
that users cannot create setuid  files in /var/log .","- IF - a separate partition exists for /var/log , verify that the nosuid  option is set.  
Run the following command to verify that the nosuid  mount option is set.  
Example:  
# findmnt -kn /var/log | grep -v nosuid  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /var/log . 
Edit the /etc/fstab  file and add nosuid  to the fourth field (mounting options) for the 
/var/log  partition.  
Example:  
<device> /var/log    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 
0 
Run the following command to remount /var/log  with the configured options:  
# mount -o remount /var/log#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1548, T1548.001  TA0005  M1022",1.1.2.6.3,Ensure nosuid option set on /var/log partition,TRUE,30,TRUE,FALSE,TRUE,FALSE,FALSE
"1.1.2.6.4 Ensure noexec option set on /var/log partition 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","The noexec  mount option specifies that the filesystem cannot contain executable 
binaries.","Since the /var/log  filesystem is only intended for log files, set this option to ensure 
that users cannot run executable binaries from /var/log .","- IF - a separate partition exists for /var/log , verify that the noexec  option is set.  
Run the following command to verify that the noexec  mount option is set.  
Example:  
# findmnt -kn /var/log | grep -v noexec  
 
Nothing should be returned#!/usr/bin/env bash","- IF - a separate partition exists for /var/log . 
Edit the /etc/fstab  file and add noexec  to the fourth field (mounting options) for the 
/var/log  partition.  
Example:  
<device> /var/log    <fstype>     defaults,rw,nosuid,nodev,noexec,relatime  0 
0 
Run the following command to remount /var/log  with the configured options:  
# mount -o remount /var/log#!/usr/bin/env bash","1. See the fstab(5) manual page for more information.  
2. NIST SP 800 -53 Rev. 5: AC -3, MP -2  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 3.3 Configure Data Access Control Lists  
 Configure data access control lists based on a user’s need to know. Apply data 
access control lists, also known as access permissions, to local and remote file 
systems, databases, and applications.  ● ● ● 
v7 14.6 Protect Information through Access Control Lists  
 Protect all information stored on systems with file system, network share, 
claims, application, or database specific access control lists. These controls will 
enforce the principle that only authorized individuals should have access to the 
information base d on their need to access the information as a part of their 
responsibilities.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1204, T1204.002  TA0005  M1022",1.1.2.6.4,Ensure noexec option set on /var/log partition,TRUE,31,TRUE,FALSE,TRUE,FALSE,FALSE
"1.1.2.7.1 Ensure separate partition exists for /var/log/audit 
(Automated)","•  Level 2 - Server  
•  Level 2 - Workstation","The auditing daemon, auditd , stores log data in the /var/log/audit  directory.","The default installation only creates a single / partition. Since the /var/log/audit  
directory contains the audit.log  file which can grow quite large, there is a risk of 
resource exhaustion. It will essentially have the whole disk available to fill up and impact 
the system as a whole. In addition, other operations on the system could fill up the disk 
unrelated to /var/log/audit  and cause auditd  to trigger its space_left_action  as 
the disk is full. See man auditd.conf  for details.  
Configuring /var/log/audit  as its own file system allows an administrator to set 
additional mount options such as noexec/nosuid/nodev . These options limit an 
attacker's ability to create exploits on the system. Other options allow for specific 
behavior. See man mount  for exact details regarding filesystem -independent and 
filesystem -specific options.  
As /var/log/audit  contains audit logs, care should be taken to ensure the security 
and integrity of the data and mount point.  
Impact:  
Resizing filesystems is a common activity in cloud -hosted servers. Separate filesystem 
partitions may prevent successful resizing or may require the installation of additional 
tools solely for the purpose of resizing operations. The use of these additional  tools may 
introduce their own security considerations.","Run the following command and verify output shows /var/log/audit  is mounted:  
# findmnt -kn /var/log/audit  
 
/var/log/audit /dev/sdb ext4   rw,nosuid,nodev,noexec,relatime,seclabel#!/usr/bin/env bash","For new installations, during installation create a custom partition setup and specify a 
separate partition for /var/log/audit . 
For systems that were previously installed, create a new partition and configure 
/etc/fstab  as appropriate.#!/usr/bin/env bash","1. AJ Lewis, ""LVM HOWTO"", http://tldp.org/HOWTO/LVM -HOWTO/  
2. NIST SP 800 -53 Rev. 5: CM -7 
Additional Information:  
When modifying /var/log/audit  it is advisable to bring the system to emergency 
mode (so auditd is not running), rename the existing directory, mount the new file 
system, and migrate the data over before returning to multi -user mode.  
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 8.3 Ensure Adequate Audit Log Storage  
 Ensure that logging destinations maintain adequate storage to comply with 
the enterprise’s audit log management process.  ● ● ● 
v7 6.4 Ensure adequate storage for logs  
 Ensure that all systems that store logs have adequate storage space for the 
logs generated.   ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1499, T1499.001  TA0005  M1022",1.1.2.7.1,Ensure separate partition exists for /var/log/audit,TRUE,32,FALSE,TRUE,TRUE,TRUE,FALSE
